,city,city_ascii,state_id,state_name,lat,lng,population,density,timezone,id
17292,Sycamore,Sycamore,OH,Ohio,40.9517,-83.1709,740,448.0,America/New_York,1840011889
17293,John Sevier,John Sevier,TN,Tennessee,36.038,-83.8257,740,375.0,America/New_York,1840109961
17294,Lopatcong Overlook,Lopatcong Overlook,NJ,New Jersey,40.6971,-75.1452,740,634.6,America/New_York,1840039908
17295,San Perlita,San Perlita,TX,Texas,26.501,-97.6397,739,549.0,America/Chicago,1840022259
17296,Maxwell,Maxwell,IA,Iowa,41.8912,-93.3962,739,261.0,America/Chicago,1840008123
17297,Parkin,Parkin,AR,Arkansas,35.2629,-90.553,739,111.0,America/Chicago,1840014579
17298,Dubois,Dubois,WY,Wyoming,43.5389,-109.6443,739,81.0,America/Denver,1840021269
17299,East Bend,East Bend,NC,North Carolina,36.2178,-80.5085,739,218.0,America/New_York,1840016111
17300,Hamersville,Hamersville,OH,Ohio,38.9189,-83.9853,739,652.0,America/New_York,1840012716
17301,Greenbush,Greenbush,MN,Minnesota,48.7011,-96.1835,739,185.0,America/Chicago,1840007681
17302,Briny Breezes,Briny Breezes,FL,Florida,26.509,-80.0542,738,2383.5,America/New_York,1840015991
17303,Cateechee,Cateechee,SC,South Carolina,34.7694,-82.7767,738,558.0,America/New_York,1840106292
17304,Chemung,Chemung,IL,Illinois,42.4162,-88.6641,738,189.3,America/Chicago,1840025503
17305,Doyline,Doyline,LA,Louisiana,32.525,-93.4118,738,85.0,America/Chicago,1840018063
17306,Dammeron Valley,Dammeron Valley,UT,Utah,37.3042,-113.6658,738,58.0,America/Denver,1840037254
17307,Teton Village,Teton Village,WY,Wyoming,43.5907,-110.8419,738,49.0,America/Denver,1840018613
17308,Talco,Talco,TX,Texas,33.3628,-95.1034,738,372.0,America/Chicago,1840022022
17309,Vermont,Vermont,IL,Illinois,40.2957,-90.429,738,226.0,America/Chicago,1840012020
17310,Pettit,Pettit,OK,Oklahoma,35.765,-94.9693,738,25.0,America/Chicago,1840019079
17311,Glen Park,Glen Park,NY,New York,44.0016,-75.9548,738,399.0,America/New_York,1840004112
17312,Wabasso,Wabasso,MN,Minnesota,44.4025,-95.2554,738,335.0,America/Chicago,1840010016
17313,Valle Vista,Valle Vista,TX,Texas,26.316,-98.6547,738,461.4,America/Chicago,1840041588
17314,Lake Kathryn,Lake Kathryn,FL,Florida,29.0072,-81.4906,737,101.0,America/New_York,1840028990
17315,Clallam Bay,Clallam Bay,WA,Washington,48.2534,-124.2579,737,503.0,America/Los_Angeles,1840025247
17316,Ringtown,Ringtown,PA,Pennsylvania,40.8565,-76.2352,737,649.0,America/New_York,1840002776
17317,Kasota,Kasota,MN,Minnesota,44.2916,-93.969,737,234.0,America/Chicago,1840007884
17318,Loretto,Loretto,MN,Minnesota,45.0548,-93.6353,737,507.3,America/Chicago,1840008922
17319,Lawtell,Lawtell,LA,Louisiana,30.5126,-92.1832,737,68.0,America/Chicago,1840026001
17320,Quentin,Quentin,PA,Pennsylvania,40.283,-76.4363,737,260.0,America/New_York,1840005429
17321,Laguna,Laguna,NM,New Mexico,35.0473,-107.4031,737,29.0,America/Denver,1840017871
17322,Clyde,Clyde,CA,California,38.0253,-122.028,737,661.4,America/Los_Angeles,1840017607
17323,Boyle,Boyle,MS,Mississippi,33.7065,-90.7249,737,192.0,America/Chicago,1840015627
17324,Fairplay,Fairplay,CO,Colorado,39.2245,-105.9965,737,248.0,America/Denver,1840021455
17325,Glasgow,Glasgow,WV,West Virginia,38.2109,-81.4218,736,610.0,America/New_York,1840006193
17326,Malott,Malott,WA,Washington,48.2918,-119.6955,736,154.0,America/Los_Angeles,1840025236
17327,Alamo Beach,Alamo Beach,TX,Texas,28.5734,-96.5655,736,375.0,America/Chicago,1840150145
17328,Syracuse,Syracuse,OH,Ohio,38.9984,-81.9699,736,322.0,America/New_York,1840012750
17329,Ivy,Ivy,VA,Virginia,38.0611,-78.5987,736,120.0,America/New_York,1840026776
17330,Cove,Cove,OR,Oregon,45.2964,-117.8102,735,352.0,America/Los_Angeles,1840018545
17331,Onley,Onley,VA,Virginia,37.6915,-75.718,735,354.0,America/New_York,1840006327
17332,Bryant,Bryant,SD,South Dakota,44.5899,-97.4673,735,541.0,America/Chicago,1840002297
17333,Bloomington,Bloomington,WI,Wisconsin,42.8931,-90.9264,735,224.0,America/Chicago,1840002970
17334,Angel Fire,Angel Fire,NM,New Mexico,36.3821,-105.2718,735,9.0,America/Denver,1840022641
17335,Ringwood,Ringwood,IL,Illinois,42.3973,-88.304,735,73.0,America/Chicago,1840011139
17336,Flint Creek,Flint Creek,OK,Oklahoma,36.1765,-94.7436,735,44.0,America/Chicago,1840034638
17337,Belfield,Belfield,ND,North Dakota,46.886,-103.1952,735,174.0,America/Denver,1840001937
17338,West Point,West Point,IA,Iowa,40.7145,-91.4527,735,446.0,America/Chicago,1840010373
17339,Parcelas Viejas Borinquen,Parcelas Viejas Borinquen,PR,Puerto Rico,18.1739,-66.0406,735,843.3,America/Puerto_Rico,1630025220
17340,Riverview,Riverview,VA,Virginia,36.9326,-82.4846,734,496.0,America/New_York,1840037353
17341,Fort Gay,Fort Gay,WV,West Virginia,38.1201,-82.595,734,343.0,America/New_York,1840006261
17342,Waverly,Waverly,FL,Florida,27.9843,-81.6199,734,197.0,America/New_York,1840014126
17343,Scotland,Scotland,PA,Pennsylvania,39.9697,-77.5844,734,343.0,America/New_York,1840026531
17344,La Fargeville,La Fargeville,NY,New York,44.196,-75.9627,733,85.0,America/New_York,1840004110
17345,Colmesneil,Colmesneil,TX,Texas,30.9097,-94.4221,733,141.0,America/Chicago,1840019564
17346,Superior,Superior,MT,Montana,47.1935,-114.892,733,296.0,America/Denver,1840022305
17347,Esmont,Esmont,VA,Virginia,37.8284,-78.5959,733,77.0,America/New_York,1840026774
17348,Ivalee,Ivalee,AL,Alabama,34.0372,-86.1472,733,37.0,America/Chicago,1840022890
17349,Oscoda,Oscoda,MI,Michigan,44.425,-83.3339,733,325.0,America/Detroit,1840004094
17350,Krotz Springs,Krotz Springs,LA,Louisiana,30.5323,-91.7518,732,163.0,America/Chicago,1840017170
17351,La Prairie,La Prairie,MN,Minnesota,47.2302,-93.4912,732,171.0,America/Chicago,1840007718
17352,Lewis Run,Lewis Run,PA,Pennsylvania,41.87,-78.6588,732,154.0,America/New_York,1840000526
17353,Palatine Bridge,Palatine Bridge,NY,New York,42.9143,-74.5756,732,306.0,America/New_York,1840004406
17354,Wyocena,Wyocena,WI,Wisconsin,43.4931,-89.3099,732,197.0,America/Chicago,1840002704
17355,Ariton,Ariton,AL,Alabama,31.5978,-85.7131,731,55.0,America/Chicago,1840004920
17356,West Mansfield,West Mansfield,OH,Ohio,40.4007,-83.5444,731,338.0,America/New_York,1840012159
17357,Jerome,Jerome,PA,Pennsylvania,40.2136,-78.9809,731,108.0,America/New_York,1840005499
17358,Bluffview,Bluffview,WI,Wisconsin,43.3641,-89.773,731,283.3,America/Chicago,1840025433
17359,Naylor,Naylor,MO,Missouri,36.5744,-90.6055,731,509.0,America/Chicago,1840008805
17360,Valier,Valier,IL,Illinois,38.0176,-89.0438,731,251.0,America/Chicago,1840012956
17361,Ohio City,Ohio City,OH,Ohio,40.7702,-84.6162,730,540.0,America/New_York,1840011904
17362,Silverton,Silverton,TX,Texas,34.4714,-101.304,730,280.0,America/Chicago,1840021882
17363,Reddell,Reddell,LA,Louisiana,30.6688,-92.4268,730,74.0,America/Chicago,1840025992
17364,Antonito,Antonito,CO,Colorado,37.0762,-106.0104,730,660.0,America/Denver,1840021576
17365,Brenda,Brenda,AZ,Arizona,33.6721,-113.9379,730,40.0,America/Phoenix,1840022876
17366,Carson,Carson,IA,Iowa,41.2356,-95.4199,730,431.0,America/Chicago,1840007119
17367,Lake City,Lake City,MI,Michigan,44.3297,-85.2085,729,268.0,America/Detroit,1840002514
17368,Frankfort,Frankfort,KS,Kansas,39.7039,-96.4169,729,279.0,America/Chicago,1840008424
17369,Pendleton,Pendleton,TX,Texas,31.1953,-97.3368,729,63.0,America/Chicago,1840112788
17370,Corsica,Corsica,SD,South Dakota,43.4223,-98.4073,729,336.0,America/Chicago,1840000362
17371,Lake Arrowhead,Lake Arrowhead,WI,Wisconsin,44.2036,-89.8377,729,53.0,America/Chicago,1840042463
17372,Selawik,Selawik,AK,Alaska,66.5988,-159.9995,728,120.0,America/Anchorage,1840023496
17373,Deerwood,Deerwood,MN,Minnesota,46.4729,-93.9,728,188.0,America/Chicago,1840006645
17374,Copenhagen,Copenhagen,NY,New York,43.8934,-75.6726,728,239.0,America/New_York,1840004140
17375,Burke,Burke,TX,Texas,31.2345,-94.7665,728,99.0,America/Chicago,1840019548
17376,Cashiers,Cashiers,NC,North Carolina,35.1066,-83.0971,728,68.0,America/New_York,1840013442
17377,Lyndon Station,Lyndon Station,WI,Wisconsin,43.7088,-89.8937,728,132.0,America/Chicago,1840002229
17378,Waynesville,Waynesville,GA,Georgia,31.2263,-81.788,728,306.0,America/New_York,1840048121
17379,Yonah,Yonah,GA,Georgia,34.6437,-83.7411,728,89.0,America/New_York,1840025846
17380,Ash Fork,Ash Fork,AZ,Arizona,35.2171,-112.4913,728,121.0,America/Phoenix,1840017844
17381,Chester,Chester,GA,Georgia,32.3945,-83.1551,727,318.0,America/New_York,1840017004
17382,Sonoita,Sonoita,AZ,Arizona,31.6646,-110.6427,727,26.0,America/Phoenix,1840019536
17383,Milstead,Milstead,GA,Georgia,33.6867,-83.9904,727,643.0,America/New_York,1840049246
17384,Calhoun,Calhoun,KY,Kentucky,37.5411,-87.2596,726,428.0,America/Chicago,1840013235
17385,Vineland,Vineland,MN,Minnesota,46.1832,-93.7822,726,30.0,America/Chicago,1840006673
17386,Bovey,Bovey,MN,Minnesota,47.2962,-93.4036,726,122.0,America/Chicago,1840006613
17387,Dieterich,Dieterich,IL,Illinois,39.0604,-88.3815,726,205.0,America/Chicago,1840012738
17388,Rocky Point,Rocky Point,OK,Oklahoma,36.0261,-95.3216,726,208.0,America/Chicago,1840096500
17389,Holland,Holland,IN,Indiana,38.2464,-87.0384,726,698.9,America/Indiana/Vincennes,1840010802
17390,Morning Sun,Morning Sun,IA,Iowa,41.0941,-91.2506,726,360.0,America/Chicago,1840008248
17391,Salt Creek,Salt Creek,CO,Colorado,38.2407,-104.5867,726,648.0,America/Denver,1840018861
17392,Chesapeake City,Chesapeake City,MD,Maryland,39.528,-75.8095,725,527.0,America/New_York,1840005638
17393,Blooming Grove,Blooming Grove,TX,Texas,32.0924,-96.7173,725,326.0,America/Chicago,1840022115
17394,Dale,Dale,WI,Wisconsin,44.2757,-88.673,725,187.0,America/Chicago,1840025364
17395,St. Paul,St. Paul,TX,Texas,33.0437,-96.5504,725,195.0,America/Chicago,1840022020
17396,Blairsville,Blairsville,GA,Georgia,34.876,-83.9546,725,253.0,America/New_York,1840013555
17397,Harwood,Harwood,ND,North Dakota,46.9762,-96.8802,725,234.0,America/Chicago,1840000181
17398,Harveysburg,Harveysburg,OH,Ohio,39.5022,-83.9984,725,281.0,America/New_York,1840012611
17399,Middletown,Middletown,CA,California,38.7518,-122.6221,725,151.0,America/Los_Angeles,1840018802
17400,Pembroke,Pembroke,KY,Kentucky,36.7752,-87.358,725,252.0,America/Chicago,1840014398
17401,Hopewell Junction,Hopewell Junction,NY,New York,41.5805,-73.8103,725,377.0,America/New_York,1840004746
17402,Homestead Base,Homestead Base,FL,Florida,25.4936,-80.391,725,65.0,America/New_York,1840073841
17403,Upper Witter Gulch,Upper Witter Gulch,CO,Colorado,39.661,-105.4268,725,307.0,America/Denver,1840148423
17404,Wellsburg,Wellsburg,IA,Iowa,42.4339,-92.9266,725,254.0,America/Chicago,1840010103
17405,Wilton,Wilton,ND,North Dakota,47.1581,-100.7842,725,503.0,America/Chicago,1840001894
17406,Wingo,Wingo,KY,Kentucky,36.6422,-88.7395,724,286.0,America/Chicago,1840015270
17407,Stoutsville,Stoutsville,OH,Ohio,39.6049,-82.8235,724,241.0,America/New_York,1840012473
17408,Artemus,Artemus,KY,Kentucky,36.8351,-83.8413,724,207.0,America/New_York,1840026893
17409,Arabi,Arabi,GA,Georgia,31.8282,-83.7302,724,44.0,America/New_York,1840015847
17410,Bay Shore,Bay Shore,MI,Michigan,45.3609,-85.1115,724,179.0,America/Detroit,1840025190
17411,White Hall,White Hall,AL,Alabama,32.2993,-86.7148,724,18.0,America/Chicago,1840017009
17412,Rushville,Rushville,NY,New York,42.7612,-77.228,724,413.0,America/New_York,1840004504
17413,McBain,McBain,MI,Michigan,44.1961,-85.2154,724,221.0,America/Detroit,1840002515
17414,Vista West,Vista West,WY,Wyoming,42.8622,-106.4363,724,58.0,America/Denver,1840038444
17415,Fonda,Fonda,NY,New York,42.9536,-74.372,724,518.0,America/New_York,1840004400
17416,Bruno,Bruno,WV,West Virginia,37.688,-81.8737,724,215.0,America/New_York,1840038223
17417,Santa Maria,Santa Maria,TX,Texas,26.0767,-97.8465,724,878.8,America/Chicago,1840019740
17418,Marco Shores-Hammock Bay,Marco Shores-Hammock Bay,FL,Florida,25.9964,-81.6889,724,315.0,America/New_York,1840152946
17419,Loretto,Loretto,KY,Kentucky,37.6351,-85.3985,723,87.0,America/New_York,1840015236
17420,University of Pittsburgh Bradford,University of Pittsburgh Bradford,PA,Pennsylvania,41.9443,-78.6727,723,786.5,America/New_York,1840143627
17421,Burnside,Burnside,AZ,Arizona,35.7534,-109.6247,723,30.0,America/Denver,1840027977
17422,Hemingford,Hemingford,NE,Nebraska,42.3214,-103.0754,723,410.0,America/Denver,1840011188
17423,Addison,Addison,AL,Alabama,34.2017,-87.1765,723,74.0,America/Chicago,1840015589
17424,Pastoria,Pastoria,VA,Virginia,37.7446,-75.6352,723,126.0,America/New_York,1840024740
17425,Cosby,Cosby,TN,Tennessee,35.7952,-83.2457,723,50.0,America/New_York,1840112370
17426,State Line,State Line,MS,Mississippi,31.436,-88.4738,722,65.0,America/Chicago,1840017061
17427,Walnut Springs,Walnut Springs,TX,Texas,32.0562,-97.7507,722,209.0,America/Chicago,1840022124
17428,North Middletown,North Middletown,KY,Kentucky,38.1425,-84.1102,722,311.8,America/New_York,1840014314
17429,Olustee,Olustee,OK,Oklahoma,34.5477,-99.4241,722,334.0,America/Chicago,1840022819
17430,Solon Springs,Solon Springs,WI,Wisconsin,46.3495,-91.8207,722,178.0,America/Chicago,1840003909
17431,Adrian,Adrian,GA,Georgia,32.5306,-82.592,722,202.0,America/New_York,1840013805
17432,Bailey's Prairie,Bailey's Prairie,TX,Texas,29.1527,-95.4977,722,39.0,America/Chicago,1840036367
17433,Felicity,Felicity,OH,Ohio,38.8387,-84.0986,722,990.6,America/New_York,1840012706
17434,Perrysville,Perrysville,OH,Ohio,40.6584,-82.3144,722,354.0,America/New_York,1840011807
17435,Lebo,Lebo,KS,Kansas,38.4156,-95.8622,722,291.0,America/Chicago,1840008657
17436,Walworth,Walworth,NY,New York,43.1396,-77.2793,722,190.0,America/New_York,1840153003
17437,Ennis,Ennis,MT,Montana,45.3462,-111.7319,721,377.0,America/Denver,1840021201
17438,Dakota,Dakota,IL,Illinois,42.388,-89.5265,721,541.7,America/Chicago,1840011112
17439,Saybrook,Saybrook,IL,Illinois,40.4283,-88.5266,721,347.0,America/Chicago,1840011981
17440,Lake Tanglewood,Lake Tanglewood,TX,Texas,35.057,-101.7817,721,247.0,America/Chicago,1840037025
17441,Fox Chase,Fox Chase,KY,Kentucky,38.046,-85.6911,721,352.9,America/New_York,1840030796
17442,Elmira,Elmira,OR,Oregon,44.07,-123.3588,721,227.0,America/Los_Angeles,1840097635
17443,St. Bernice,St. Bernice,IN,Indiana,39.712,-87.52,721,155.0,America/Indiana/Indianapolis,1840026557
17444,Quasqueton,Quasqueton,IA,Iowa,42.3945,-91.7578,721,246.0,America/Chicago,1840009103
17445,Pueblo Nuevo,Pueblo Nuevo,TX,Texas,27.4939,-99.3099,721,478.0,America/Chicago,1840025160
17446,Marion,Marion,UT,Utah,40.681,-111.2773,721,58.0,America/Denver,1840024185
17447,Lacona,Lacona,NY,New York,43.6434,-76.0666,721,250.0,America/New_York,1840004190
17448,Wallace,Wallace,CA,California,38.2039,-120.9609,721,64.0,America/Los_Angeles,1840018871
17449,Pennsbury Village,Pennsbury Village,PA,Pennsylvania,40.4283,-80.1011,720,945.4,America/New_York,1840001252
17450,Ethridge,Ethridge,TN,Tennessee,35.3218,-87.3013,720,241.0,America/Chicago,1840016373
17451,Gallaway,Gallaway,TN,Tennessee,35.3272,-89.608,720,52.0,America/Chicago,1840013474
17452,Nittany,Nittany,PA,Pennsylvania,40.9947,-77.5521,720,196.0,America/New_York,1840024194
17453,Shoals,Shoals,IN,Indiana,38.6669,-86.7938,720,152.0,America/Indiana/Vincennes,1840010732
17454,Butler,Butler,KY,Kentucky,38.7877,-84.372,720,860.5,America/New_York,1840013174
17455,Morley,Morley,MO,Missouri,37.0433,-89.6122,720,346.0,America/Chicago,1840008783
17456,Thrall,Thrall,TX,Texas,30.5882,-97.2977,720,601.0,America/Chicago,1840022166
17457,Minneola,Minneola,KS,Kansas,37.4421,-100.0131,719,604.0,America/Chicago,1840008753
17458,Crescent,Crescent,GA,Georgia,31.5153,-81.3752,719,60.0,America/New_York,1840049900
17459,Jefferson,Jefferson,WV,West Virginia,38.3702,-81.771,719,139.2,America/New_York,1840038310
17460,Walnut Grove,Walnut Grove,MN,Minnesota,44.225,-95.4692,719,254.0,America/Chicago,1840010017
17461,Reeseville,Reeseville,WI,Wisconsin,43.3062,-88.8445,719,444.0,America/Chicago,1840002745
17462,North Santee,North Santee,SC,South Carolina,33.5368,-80.4182,719,30.0,America/New_York,1840144327
17463,Ruby,Ruby,NY,New York,42.0125,-74.0103,719,163.0,America/New_York,1840085171
17464,Alpine,Alpine,WY,Wyoming,43.1646,-111.02,719,279.0,America/Denver,1840021292
17465,Manns Harbor,Manns Harbor,NC,North Carolina,35.894,-75.7737,719,69.0,America/New_York,1840025784
17466,Alex,Alex,OK,Oklahoma,34.9228,-97.7763,719,41.0,America/Chicago,1840021803
17467,Bancroft,Bancroft,IA,Iowa,43.2929,-94.2175,719,494.0,America/Chicago,1840006848
17468,Pray,Pray,MT,Montana,45.415,-110.6533,719,9.0,America/Denver,1840023886
17469,Wiley Ford,Wiley Ford,WV,West Virginia,39.6151,-78.7615,718,96.0,America/New_York,1840005722
17470,Scio,Scio,OH,Ohio,40.399,-81.0882,718,497.0,America/New_York,1840012219
17471,Clay,Clay,WV,West Virginia,38.4662,-81.0813,718,496.0,America/New_York,1840006185
17472,Pateros,Pateros,WA,Washington,48.0536,-119.8995,718,549.0,America/Los_Angeles,1840019763
17473,River Road,River Road,WA,Washington,48.0677,-123.1276,718,530.9,America/Los_Angeles,1840037861
17474,Pleasant Plains,Pleasant Plains,IL,Illinois,39.8747,-89.9183,718,207.0,America/Chicago,1840012453
17475,Como,Como,TX,Texas,33.0601,-95.4757,718,251.0,America/Chicago,1840023006
17476,Briaroaks,Briaroaks,TX,Texas,32.4958,-97.3033,718,259.0,America/Chicago,1840019466
17477,Ochlocknee,Ochlocknee,GA,Georgia,30.9751,-84.0517,718,299.0,America/New_York,1840017142
17478,Potomac Park,Potomac Park,MD,Maryland,39.6124,-78.8082,718,740.6,America/New_York,1840024433
17479,Mina,Mina,SD,South Dakota,45.4521,-98.7414,718,73.0,America/Chicago,1840030688
17480,Clint,Clint,TX,Texas,31.5901,-106.2289,718,141.0,America/Denver,1840023111
17481,Elaine,Elaine,AR,Arkansas,34.3087,-90.8533,717,541.0,America/Chicago,1840013594
17482,Crab Orchard,Crab Orchard,KY,Kentucky,37.4627,-84.5067,717,158.0,America/New_York,1840014362
17483,Middlebourne,Middlebourne,WV,West Virginia,39.4947,-80.907,717,636.0,America/New_York,1840005747
17484,Dalton City,Dalton City,IL,Illinois,39.7169,-88.807,717,518.0,America/Chicago,1840012561
17485,Maryland Park,Maryland Park,MD,Maryland,38.8889,-76.9077,717,1579.0,America/New_York,1840068490
17486,Napi Headquarters,Napi Headquarters,NM,New Mexico,36.6505,-108.2145,717,62.0,America/Denver,1840074474
17487,Auburndale,Auburndale,WI,Wisconsin,44.6266,-90.0144,717,133.0,America/Chicago,1840002331
17488,Dennehotso,Dennehotso,AZ,Arizona,36.8208,-109.8791,717,27.0,America/Denver,1840018995
17489,Stillmore,Stillmore,GA,Georgia,32.441,-82.2145,716,89.0,America/New_York,1840015785
17490,Windfall City,Windfall City,IN,Indiana,40.3619,-85.9584,716,682.0,America/Indiana/Indianapolis,1840073800
17491,Russellville,Russellville,OH,Ohio,38.8674,-83.7879,716,379.0,America/New_York,1840012721
17492,Green Valley,Green Valley,IL,Illinois,40.4072,-89.6443,716,409.7,America/Chicago,1840011985
17493,Glen Ullin,Glen Ullin,ND,North Dakota,46.812,-101.8333,716,271.0,America/North_Dakota/New_Salem,1840000197
17494,Tyronza,Tyronza,AR,Arkansas,35.4868,-90.356,716,177.0,America/Chicago,1840015407
17495,Sandy Level,Sandy Level,VA,Virginia,36.5645,-79.7276,715,40.0,America/New_York,1840006557
17496,What Cheer,What Cheer,IA,Iowa,41.3997,-92.3547,715,223.0,America/Chicago,1840010260
17497,New Chapel Hill,New Chapel Hill,TX,Texas,32.3011,-95.1674,715,115.0,America/Chicago,1840020742
17498,New Baltimore,New Baltimore,OH,Ohio,39.2744,-84.6705,715,200.0,America/New_York,1840024518
17499,Bear River City,Bear River City,UT,Utah,41.6124,-112.125,714,153.0,America/Denver,1840018701
17500,Shelby,Shelby,NE,Nebraska,41.194,-97.426,714,490.0,America/Chicago,1840011655
17501,Nortonville,Nortonville,KS,Kansas,39.4159,-95.3304,714,638.0,America/Chicago,1840008506
17502,Lake View,Lake View,SC,South Carolina,34.3405,-79.1664,714,162.0,America/New_York,1840016615
17503,Soda Bay,Soda Bay,CA,California,39.0024,-122.7794,714,214.0,America/Los_Angeles,1840024461
17504,Lott,Lott,TX,Texas,31.206,-97.0334,714,272.0,America/Chicago,1840020842
17505,Sciotodale,Sciotodale,OH,Ohio,38.7539,-82.8605,714,142.0,America/New_York,1840006055
17506,Kerkhoven,Kerkhoven,MN,Minnesota,45.1925,-95.3202,714,330.0,America/Chicago,1840007805
17507,Moapa Town,Moapa Town,NV,Nevada,36.6925,-114.6356,714,15.0,America/Los_Angeles,1840033825
17508,Fairfield,Fairfield,OK,Oklahoma,35.8407,-94.6061,714,55.0,America/Chicago,1840034637
17509,Jackson Heights,Jackson Heights,NC,North Carolina,35.2236,-77.6333,714,189.0,America/New_York,1840042919
17510,Juniata Gap,Juniata Gap,PA,Pennsylvania,40.5518,-78.4332,714,522.0,America/New_York,1840099888
17511,Hanover,Hanover,IL,Illinois,42.2553,-90.2737,713,245.0,America/Chicago,1840011104
17512,North Brentwood,North Brentwood,MD,Maryland,38.945,-76.951,713,2793.1,America/New_York,1840031456
17513,Lake Tomahawk,Lake Tomahawk,OH,Ohio,40.7638,-80.5952,713,333.0,America/New_York,1840042997
17514,Wallace,Wallace,SC,South Carolina,34.7201,-79.8479,713,41.0,America/New_York,1840026967
17515,Bassett,Bassett,NE,Nebraska,42.5826,-99.5367,713,620.0,America/Chicago,1840006922
17516,Derby Center,Derby Center,VT,Vermont,44.9549,-72.1361,713,197.0,America/New_York,1840004048
17517,Norwalk,Norwalk,WI,Wisconsin,43.8342,-90.6269,713,267.0,America/Chicago,1840002573
17518,Seven Mile Ford,Seven Mile Ford,VA,Virginia,36.8139,-81.6309,713,215.0,America/New_York,1840026900
17519,Mesa,Mesa,WA,Washington,46.5735,-119.0013,713,166.0,America/Los_Angeles,1840019887
17520,Caddo Valley,Caddo Valley,AR,Arkansas,34.1898,-93.0679,713,88.0,America/Chicago,1840015584
17521,Round Valley,Round Valley,AZ,Arizona,34.1877,-111.3017,713,57.0,America/Phoenix,1840075483
17522,Parkway Village,Parkway Village,KY,Kentucky,38.2113,-85.7381,713,2700.4,America/New_York,1840014299
17523,Driscoll,Driscoll,TX,Texas,27.673,-97.751,712,236.0,America/Chicago,1840019719
17524,Fairchilds,Fairchilds,TX,Texas,29.4399,-95.7765,712,128.0,America/Chicago,1840023153
17525,Littlefork,Littlefork,MN,Minnesota,48.3964,-93.5578,712,230.0,America/Chicago,1840008815
17526,Duncan,Duncan,AZ,Arizona,32.7344,-109.0972,712,127.0,America/Phoenix,1840021986
17527,Dunkirk,Dunkirk,OH,Ohio,40.788,-83.6429,712,417.0,America/New_York,1840011957
17528,Frankford,Frankford,DE,Delaware,38.5215,-75.2342,712,377.0,America/New_York,1840006064
17529,Medaryville,Medaryville,IN,Indiana,41.0803,-86.8905,712,599.0,America/Indiana/Winamac,1840009330
17530,Hardin,Hardin,TX,Texas,30.1493,-94.7377,712,106.0,America/Chicago,1840020899
17531,Mason,Mason,WV,West Virginia,39.0181,-82.0316,712,471.0,America/New_York,1840006050
17532,DeBordieu Colony,DeBordieu Colony,SC,South Carolina,33.3707,-79.1776,712,66.0,America/New_York,1840148886
17533,Dove Creek,Dove Creek,CO,Colorado,37.7668,-108.9071,711,479.0,America/Denver,1840021540
17534,Kirtland,Kirtland,NM,New Mexico,36.7502,-108.3588,711,159.0,America/Denver,1840017671
17535,Stetsonville,Stetsonville,WI,Wisconsin,45.0772,-90.3143,711,702.0,America/Chicago,1840001568
17536,Cedarville,Cedarville,CA,California,41.5281,-120.1748,711,50.0,America/Los_Angeles,1840022386
17537,Mountainhome,Mountainhome,PA,Pennsylvania,41.1779,-75.2633,711,144.0,America/New_York,1840005172
17538,Lawndale,Lawndale,NC,North Carolina,35.4142,-81.563,711,340.0,America/New_York,1840016331
17539,Williams Acres,Williams Acres,NM,New Mexico,35.4969,-108.8699,711,340.0,America/Denver,1840149348
17540,Stewardson,Stewardson,IL,Illinois,39.2637,-88.6302,710,449.0,America/Chicago,1840012591
17541,Ty Ty,Ty Ty,GA,Georgia,31.472,-83.6509,710,347.0,America/New_York,1840015864
17542,Sylvan Beach,Sylvan Beach,NY,New York,43.2061,-75.7233,710,399.0,America/New_York,1840004213
17543,Washington Grove,Washington Grove,MD,Maryland,39.1407,-77.1746,710,1252.1,America/New_York,1840005860
17544,Jewett,Jewett,OH,Ohio,40.3681,-81.0031,710,538.0,America/New_York,1840012214
17545,Chiloquin,Chiloquin,OR,Oregon,42.5764,-121.8677,710,335.0,America/Los_Angeles,1840018651
17546,Sullivan,Sullivan,WI,Wisconsin,43.0118,-88.5903,710,241.0,America/Chicago,1840002998
17547,Robin Glen-Indiantown,Robin Glen-Indiantown,MI,Michigan,43.4618,-83.8408,710,97.0,America/Detroit,1840073772
17548,Bolton,Bolton,NC,North Carolina,34.3174,-78.3976,710,76.0,America/New_York,1840015568
17549,Red Cross,Red Cross,NC,North Carolina,35.2659,-80.3623,710,76.0,America/New_York,1840017854
17550,Bardwell,Bardwell,KY,Kentucky,36.874,-89.0091,710,317.0,America/Chicago,1840013287
17551,Edisto Beach,Edisto Beach,SC,South Carolina,32.4922,-80.3239,710,128.0,America/New_York,1840016902
17552,Newland,Newland,NC,North Carolina,36.088,-81.9274,710,366.0,America/New_York,1840016115
17553,Kirby,Kirby,AR,Arkansas,34.254,-93.6549,710,18.0,America/Chicago,1840025860
17554,Payne Springs,Payne Springs,TX,Texas,32.2872,-96.0892,710,129.0,America/Chicago,1840023214
17555,Paw Paw,Paw Paw,WV,West Virginia,39.5313,-78.4553,709,516.0,America/New_York,1840005719
17556,Conway,Conway,MO,Missouri,37.5057,-92.8312,709,150.0,America/Chicago,1840007573
17557,Plankinton,Plankinton,SD,South Dakota,43.7155,-98.4837,709,358.0,America/Chicago,1840002612
17558,Salado,Salado,AR,Arkansas,35.6954,-91.5923,709,138.0,America/Chicago,1840027674
